11,899,1
47,897,3
38,897,3
128,893,7
465,809,91
441,674,226
398,368,532
303,84,816
225,15,885
181,5,895
173,1,899
143,0,900
131,0,900
141,0,900
151,0,900
161,0,900
171,0,900
181,0,900
191,0,900
