11,599,1
51,597,3
62,596,4
67,595,5
69,590,10
155,569,31
408,462,138
465,279,321
434,124,476
233,40,560
227,6,594
214,4,596
208,0,600
141,0,600
151,0,600
161,0,600
171,0,600
181,0,600
191,0,600
