11,199,1
33,198,2
31,199,1
41,199,1
114,195,5
61,196,4
100,195,5
222,186,14
168,190,10
307,182,18
396,160,40
535,149,51
394,108,92
412,71,129
407,47,153
351,26,174
324,17,183
355,4,196
325,2,198
