11,799,1
31,798,2
31,798,2
181,780,20
153,767,33
676,595,205
282,543,257
568,337,463
345,141,659
313,21,779
200,6,794
186,0,800
229,0,800
141,0,800
151,0,800
161,0,800
171,0,800
181,0,800
191,0,800
