11,299,1
30,296,4
100,296,4
75,294,6
65,293,7
61,294,6
71,294,6
384,272,28
319,242,58
306,213,87
389,150,150
372,121,179
404,70,230
274,27,273
297,18,282
349,9,291
338,1,299
297,1,299
191,0,300
