11,399,1
21,398,2
31,399,1
41,398,2
135,392,8
181,388,12
377,344,56
351,295,105
613,242,158
336,152,248
430,93,307
372,36,364
273,11,389
268,3,397
256,1,399
271,0,400
171,0,400
181,0,400
191,0,400
