11,99,1
21,99,1
31,99,1
41,99,1
51,99,1
61,99,1
113,98,2
81,99,1
91,98,2
103,97,3
151,94,6
258,96,4
186,91,9
141,95,5
300,89,11
619,80,20
280,87,13
438,74,26
604,52,48
